"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"355.26323_8.501",-1.52356055613243,30.3728289076344,-9.23787030636665,4.87084469469017e-13,8.29150608255213e-12,19.3713084584565
"196.09471_5.951",2.89139213898085,20.1788274573322,9.22495181194796,5.11621154291659e-13,8.61133133852703e-12,19.3225924722327
"224.60572_0.875",2.61331254970559,19.7462796857485,9.21719223930397,5.2695312241799e-13,8.77084197091276e-12,19.2933243072876
"589.30266_7.722",-3.85790287045944,22.505934944166,-9.20714191600184,5.47500423780881e-13,8.9747604224594e-12,19.2554083662414
"453.34353_7.449",-2.11539941714869,20.0182904627157,-9.20537896334867,5.51186888428748e-13,8.9747604224594e-12,19.248756582965
"215.60034_0.872",2.37303456215048,19.4705682277078,9.18098070856182,6.04845433287012e-13,9.74256407595638e-12,19.1566737293397
"210.06415_0.917",-1.95937590978215,19.6468988160665,-9.17434926367684,6.20317536392254e-13,9.8854858459106e-12,19.1316372743836
"444.20789_0.931",-1.7161996587848,21.1507847313503,-9.16961743590469,6.31600349762226e-13,9.95934025204016e-12,19.1137704941051
"347.15748_7.411",-2.40074332305596,19.4130844871954,-9.16232586364469,6.49392204480121e-13,1.01248051562636e-11,19.0862349187658
"230.18639_1.178",2.67671817716673,24.9250943648303,9.1598243178741,6.55611548836828e-13,1.01248051562636e-11,19.0767872074482
"444.20791_0.934",-1.72061230199377,21.1498753312342,-9.15539740883041,6.66764910699304e-13,1.01919779206894e-11,19.060066653448
"298.09691_3.794",3.47306156195939,20.8285634180528,9.11707342614397,7.71657932149199e-13,1.16761978016111e-11,18.915250767197
