"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"434.22472_1.012",3.11954226432748,22.6619735216409,7.44561000773558,4.95319079568945e-10,4.85606688363213e-09,12.5509631133274
"141.01592_1.828",3.6063267521892,22.4548688658443,7.44528185757851,4.95951693002529e-10,4.85606688363213e-09,12.5497030628742
"330.17755_1.1",-1.99807995671264,21.8814343911899,-7.41220652715439,5.64042107720741e-10,5.48909270684331e-09,12.4227031209299
"120.08112_6.808",1.93009085953363,23.0899543749059,7.40682555541634,5.75971929108372e-10,5.57121938701189e-09,12.4020426794231
"182.96205_0.804",2.60018189737423,20.6944323113412,7.39861350948847,5.94666523304588e-10,5.71739621201279e-09,12.3705128109088
"322.61836_7.325",-1.63465399800487,18.9708566222216,-7.38507054315425,6.26831566476099e-10,5.99055796464583e-09,12.3185167055373
"255.06457_1.34",3.66861058008625,22.2427331216166,7.34273905211032,7.39023006978212e-10,7.02071856629301e-09,12.1560066533397
"394.87438_0.925",-2.6710294457006,20.40388799054,-7.33870188036797,7.50719123027545e-10,7.08963148137256e-09,12.1405093364424
"134.0351_0.796",1.23684054311368,24.8484186499009,7.32009929129762,8.07049537711287e-10,7.57677095404243e-09,12.0691037221438
"108.04481_1.136",2.24057769235113,21.1205797691717,7.3075623224821,8.47376912279626e-10,7.90885118127651e-09,12.0209841225368
"161.09211_0.992",1.76710888695187,23.767966469766,7.30489953809578,8.56198237642713e-10,7.9447231818475e-09,12.0107641359591
"160.06063_1.379",-1.95672579027839,19.9439496037656,-7.29112496270111,9.03317817748983e-10,8.33349848050506e-09,11.9578982525206
"148.13331_1.494",-1.96333985378526,23.5605729137944,-7.2388169492279,1.1070977278309e-09,1.01547584690696e-08,11.7571783684236
"284.09887_1.226",-2.91479870731851,22.4448890674103,-7.23107777467221,1.14092196330448e-09,1.04052083053368e-08,11.72748618605
"69.98368_0.805",1.27805235722777,22.905062826772,7.21208657902111,1.22836394467361e-09,1.11390275891994e-08,11.6546305028143
"231.98856_0.925",2.47870065739155,21.9564271751956,7.1924473407162,1.32583759441163e-09,1.19550101733387e-08,11.5792983149803
"359.1812_1.181",4.46117671110772,22.1434527135073,7.18774322563952,1.35030987801689e-09,1.2107272838848e-08,11.5612557810601
"217.04961_0.876",2.58787808378086,19.4876964072839,7.17619360434815,1.41232577589344e-09,1.25925806610387e-08,11.5169600171895
"272.05872_3.46",-1.76859394404182,22.1382809568027,-7.1512436177593,1.55617878582964e-09,1.37697598792732e-08,11.4212833486641
"671.27521_7.383",-2.21563819745048,19.7394094024953,-7.15034768942257,1.5616081066093e-09,1.37697598792732e-08,11.4178480384877
"217.04953_0.868",2.67028240114048,19.4042128025497,7.13657841678025,1.64746968219397e-09,1.44470418284702e-08,11.3650547912018
"354.20236_7.285",-2.32799686680401,21.8488311041613,-7.1296953446016,1.69214236426157e-09,1.47577006194615e-08,11.3386663715015
"298.09691_3.794",2.80061368447082,20.7721567208357,7.12243497060555,1.74057548769358e-09,1.50976004258639e-08,11.3108330794964
"193.0021_1.525",3.57440824706779,23.503605349952,7.10574082628125,1.85725639844181e-09,1.59313304420482e-08,11.2468411119116
"230.18639_1.178",2.17842757865548,24.8686876676133,7.1046057115618,1.86546796957647e-09,1.59313304420482e-08,11.24249032909
"184.02762_1.353",-1.76779364137971,21.79132259117,-7.10444398782856,1.86664084753322e-09,1.59313304420482e-08,11.2418704615079
"303.17042_8.969",-2.43201382838696,24.6550363178175,-7.09975360928178,1.90097939785949e-09,1.6138101696722e-08,11.2238931922432
"126.10284_0.853",2.44345654380611,20.3748102505937,7.09470037356669,1.93868062810787e-09,1.63710808595775e-08,11.2045260079614
"326.10818_1.336",2.80218546649669,21.3234431133784,7.05641867845378,2.24962399882068e-09,1.88968415900937e-08,11.0578359141194
"128.01947_0.804",1.20995191050363,26.2139910594471,7.04810506340086,2.32347414492014e-09,1.94149986140971e-08,11.0259864674054
